23;birmingham, bordesley;52.4722127, -1.877661;0.5
24;staffordhsire, lichfield;52.681, -1.829439;0.5
25;maidstone;51.2748258, 0.5231646;1
26;newport, shropshire;51.5882332, -2.9974967;1
27;stafford, staffordshire;52.8063157, -2.1163818;1
28;pontypridd, glamoranshire;51.6054091, -3.339708139981046;0.81
29;buckingham;51.9983175, -0.9786725;1
30;londonderry;54.9978678, -7.3213056;1
31;wimbledon;51.4214787, -0.2064027;1
32;cornwall, penryn and falmouth;50.138951, -5.090249;0
33;stirling and falkirk;56.291291, -4.452616;1
34;salford;53.4877463, -2.2891921;1
35;battersea;51.4707933, -0.172214;1
36;middlesex, ealing;51.51282, -0.3023;1
37;lancashire;53.8611703, -2.5650887919475496;1
38;glasgow, camlachie;;
39;northumberland, wansbeck;55.294055, -1.637742;0.63
40;banffshire;57.5, -3.083333;1
41;eye;52.6088657, -0.1890209;1
42;wallsend;54.9911912, -1.5342042;1
43;st albans, hertfordshire;51.753051, -0.3379675;1
44;hereford, herefordshire;52.0553813, -2.7151735;1
45;devon, torquay;50.75632, -3.23487;0.567
46;merionethshire;52.79397995, -3.8749544943258853;1
47;nottingham;52.9534193, -1.1496461;1
48;northampton;52.2381355, -0.8963907;1
49;lichfield;52.6843696, -1.8275286;1
0;hasting;54.883288, -1.4521818;1.0
1;rutland and stamfor, lincolnshire;52.655389, -0.468268;0.0
2;arfon, caernarvonshire;53.192312, -4.063491;0.5103
3;wandsworthm, balham and tooting;51.44621, -0.154467;0.0
4;sussex, horsahm;50.864503, -0.08715;0.9
5;durham, chester-le-street;54.851235, -1.573085;0.9
6;galloway;51.8291275, -0.8356277;1.0
7;portarlington;53.1459957, -7.181225;1.0
8;kent, ashford;51.148555, 0.8722566;0.567
9;burnley;52.66735785, -8.639171781634662;1.0
10;heywood and radcliffe, lancashire;53.592634, -2.21966;0.33333333333333337
11;liskeard;50.4546303, -4.4644227;1.0
12;tower hamlets,bow and bromley;52.49162, -2.138843;0.0
13;buckinghamshire;51.840894, -0.8998073587480795;1.0
14;carlisle;54.8948478, -2.9362311;1.0
15;durham, jarrow;54.98036, -1.48423;0.5
16;batley and morley;52.9780992, -0.0214482;0.567
17;motherwell, lanarkshire;55.7902072, -3.9920191;0.5
18;woodstock, oxfordshire;51.8942879, -4.8765902;1.0
19;devon, tavistock;50.5496154, -4.1446358;0.5
20;bromley;51.36685695, 0.061709076090816765;1.0
21;belfast north;54.603533, -5.928807;0.9
22;perthshire;56.76615485, -3.3391095;1.0
23;caerphilly, glamorganshire;51.573583, -3.219295;0.5
24;cambridge;52.2055314, 0.1186637;1.0
25;gloucester;51.8653705, -2.2458192;1.0
26;liverpool;53.3782584, -2.958688609021225;1.0
27;stirlingshire;56.0701208, -3.9087351;1.0
28;belfast south;54.603533, -5.928807;0.9
29;westmorland, kendal;54.3322466, -2.7401448;0.81
30;bradford;53.7944229, -1.7519186;1.0
31;mallow;52.1388705, -8.6552551;1.0
32;sheffield, attercliffe;53.3825, -1.433688;0.9
33;west ham;51.5280966, 0.0045685;1.0
34;blackpool, lancashire;53.8179442, -3.0509812;1.0
35;tralee;52.2692116, -9.7057047;1.0
36;east retford;53.3233189, -0.9426596;1.0
37;sleaford, lincolnshire;52.99965, -0.4095586;1.0
38;abingdon, berkshire;51.6714842, -1.2779715;1.0
39;rhondda;50.19383355, -5.42349135;1.0
40;south shields;54.9987414, -1.4321848;1.0
41;clitheroe;53.8717465, -2.3926783;1.0
42;manchester, withington;53.47741975, -2.230833394921874;0.567
43;west ham, stratford;52.987834, -6.673026;1.0
44;lambeth, norwood;51.4346192, -0.1036917;0.9
45;kidderminster, worcestershire;52.3880787, -2.2478582;1.0
46;ross and cromarty;57.593, -5.253873;1.0
47;bandon;51.7620104, -8.6532506;1.0
48;ealing;51.5250846, -0.3142935008138148;1.0
49;helston;50.1016731, -5.273032;1.0
0;battersea and clapham i;52.6235358, 1.2944737751526694;0.63
1;newbury, berkshire;51.4020243, -1.3242212;1
2;kent, sevenoaks;51.27452185, 0.1961165562194977;0
